"Gene"	"GC_content"	"Mean_transcript_length"
"22710"	"Gm28580"	51.14	88
"22711"	"Gm28581"	45.39	2177
"22712"	"Gm28583"	45.44	2141
"22713"	"Gm28584"	43.53	696
"22714"	"Gm28585"	34.31	442
"22715"	"Gm28586"	39.91	456
"22716"	"Gm28587"	45.74	3005
"22717"	"Gm28588"	42.51	796
"22718"	"Gm28589"	45.04	615
"22719"	"Gm28590"	39.18	1609
"22720"	"Gm28591"	48.09	183
"22721"	"Gm28592"	64.8	741
"22722"	"Gm28593"	45.69	2170
"22723"	"Gm28594"	42.04	661
"22724"	"Gm28595"	39.39	437
"22725"	"Gm28596"	43.97	696
"22726"	"Gm28597"	36.93	666
"22727"	"Gm28598"	45.2	615
"22728"	"Gm28599"	44.96	694
"22729"	"Gm2860"	45.12	707
"22730"	"Gm28600"	40.04	966.5
"22731"	"Gm28603"	44.83	696
"22732"	"Gm28604"	50.95	329
"22733"	"Gm28606"	40.09	968.5
"22734"	"Gm28607"	43.36	339
"22735"	"Gm28608"	45.2	615
"22736"	"Gm28609"	48	463
"22737"	"Gm2861"	41.8	666
"22738"	"Gm28610"	47.69	406
"22739"	"Gm28611"	44.97	696
"22740"	"Gm28612"	40.9	416
"22741"	"Gm28613"	40.27	1498
"22742"	"Gm28614"	43.46	458
"22743"	"Gm28615"	41.53	482
"22744"	"Gm28616"	43.83	441
"22745"	"Gm28617"	41.01	444.5
"22746"	"Gm28618"	43.92	567
"22747"	"Gm28619"	40.49	529.5
"22748"	"Gm2862"	50	328
"22749"	"Gm28620"	40.77	439
"22750"	"Gm28622"	42.79	507
"22751"	"Gm28623"	49.56	192
"22752"	"Gm28624"	43.08	2131
"22753"	"Gm28625"	54.63	205
"22754"	"Gm28626"	65.55	520
"22755"	"Gm28627"	43.59	453
"22756"	"Gm28628"	44.32	264
"22757"	"Gm28629"	44.11	263
"22758"	"Gm28630"	46.99	498
"22759"	"Gm28631"	52.99	334
"22760"	"Gm28632"	40.25	968.5
"22761"	"Gm28633"	40.01	1046.5
"22762"	"Gm28634"	34.21	2613
"22763"	"Gm28635"	42.95	4734
"22764"	"Gm28636"	43.68	696
"22765"	"Gm28637"	31.33	345
"22766"	"Gm28638"	40.15	288
"22767"	"Gm28639"	39.09	481
"22768"	"Gm28640"	46.18	550
"22769"	"Gm28641"	39.15	335
"22770"	"Gm28643"	38.85	356
"22771"	"Gm28644"	42.4	585
"22772"	"Gm28645"	49.47	564
"22773"	"Gm28646"	45.34	697
"22774"	"Gm28647"	43.15	197
"22775"	"Gm28648"	37.99	343
"22776"	"Gm28649"	43.71	1581
"22777"	"Gm28650"	46.72	411
"22778"	"Gm28651"	46.21	1668.5
"22779"	"Gm28652"	36.42	599
"22780"	"Gm28653"	43.32	2898.5
"22781"	"Gm28654"	44.59	379
"22782"	"Gm28655"	44.51	692
"22783"	"Gm28656"	49.8	174
"22784"	"Gm28657"	44.83	687
"22785"	"Gm28658"	45.37	615
"22786"	"Gm28659"	54.02	759
"22787"	"Gm2866"	44.49	481
"22788"	"Gm28660"	54.55	253
"22789"	"Gm28661"	38.77	681
"22790"	"Gm28662"	45.18	695
"22791"	"Gm28663"	40.24	967.5
"22792"	"Gm28664"	39.7	457
"22793"	"Gm28665"	44.18	670
"22794"	"Gm28666"	38.69	274
"22795"	"Gm28667"	45.03	2171
"22796"	"Gm28668"	40.09	966.5
"22797"	"Gm28669"	40	100
"22798"	"Gm28670"	40.54	967.5
"22799"	"Gm28671"	45.52	692
"22800"	"Gm28672"	40.15	963.5
"22801"	"Gm28673"	40.33	967.5
"22802"	"Gm28674"	40.18	961.5
"22803"	"Gm28675"	39.7	675
"22804"	"Gm28676"	48.22	591
"22805"	"Gm28677"	40.34	529.833333333333
"22806"	"Gm28678"	45.11	696
"22807"	"Gm28679"	39.97	968.5
"22808"	"Gm28680"	44.79	480
"22809"	"Gm28681"	45.26	2166
"22810"	"Gm28682"	43.68	696
"22811"	"Gm28683"	44.88	615
"22812"	"Gm28684"	40.37	969
"22813"	"Gm28685"	50.77	1101
"22814"	"Gm28686"	51.4	609
"22815"	"Gm28687"	40.2	965.5
"22816"	"Gm28688"	47.76	268
"22817"	"Gm28689"	50.76	174
"22818"	"Gm2869"	36.55	2621
"22819"	"Gm28690"	40.83	529.5
"22820"	"Gm28691"	40.49	962
"22821"	"Gm28692"	41.09	529
"22822"	"Gm28693"	42.84	1484.5
"22823"	"Gm28694"	44.97	722
"22824"	"Gm28695"	45.34	697
"22825"	"Gm28696"	45.48	2169
"22826"	"Gm28697"	40.89	529.5
"22827"	"Gm28698"	45.2	615
"22828"	"Gm28699"	43.53	696
"22829"	"Gm28700"	34.33	579
"22830"	"Gm28701"	40.49	1010
"22831"	"Gm28702"	40.67	253
"22832"	"Gm28703"	35.43	1159
"22833"	"Gm28704"	45.38	2169
"22834"	"Gm28705"	40	315
"22835"	"Gm28706"	38.59	355
"22836"	"Gm28707"	52.73	558
"22837"	"Gm28709"	39.76	456
"22838"	"Gm2871"	47.59	1204
"22839"	"Gm28710"	33.395	1738
"22840"	"Gm28716"	43.68	696
"22841"	"Gm28717"	40.32	315
"22842"	"Gm28718"	45.28	2168
"22843"	"Gm28719"	48.78	1757
"22844"	"Gm28720"	51.68	3156
"22845"	"Gm28721"	48.11	918
"22846"	"Gm28722"	44.95	1036
"22847"	"Gm28723"	47.41	1001
"22848"	"Gm28724"	37.97	460
"22849"	"Gm28725"	40.91	529.5
"22850"	"Gm28726"	40.15	967
"22851"	"Gm28728"	60.74	405
"22852"	"Gm28729"	46.28	1964
"22853"	"Gm28730"	44.4	578.666666666667
"22854"	"Gm28731"	52.9	1569
"22855"	"Gm28732"	45.26	2167
"22856"	"Gm28733"	40.36	852
"22857"	"Gm28734"	43.53	696
"22858"	"Gm28735"	40.15	853
"22859"	"Gm28736"	45.04	615
"22860"	"Gm28737"	40.63	315
"22861"	"Gm28738"	43.68	696
"22862"	"Gm28739"	43.53	696
"22863"	"Gm28740"	40.47	215
"22864"	"Gm28741"	40.21	965.5
"22865"	"Gm28742"	45.37	615
"22866"	"Gm28743"	45.27	2168
"22867"	"Gm28744"	42.35	340
"22868"	"Gm28745"	35.74	305
"22869"	"Gm28746"	50	380
"22870"	"Gm28747"	45.17	571
"22871"	"Gm28749"	40.22	562.222222222222
"22872"	"Gm2875"	52.22	360
"22873"	"Gm28750"	39.24	658
"22874"	"Gm28751"	43.39	696
"22875"	"Gm28752"	40.32	315
"22876"	"Gm28753"	40.36	967.5
"22877"	"Gm28754"	40.47	962
"22878"	"Gm28755"	36.67	199
"22879"	"Gm28756"	41.81	1613.66666666667
"22880"	"Gm28757"	44.97	696
"22881"	"Gm28758"	45.31	2167
"22882"	"Gm28759"	40.63	315
"22883"	"Gm28760"	59.92	608.5
"22884"	"Gm28761"	40.76	529.5
"22885"	"Gm28762"	40.41	845.333333333333
"22886"	"Gm28763"	44.97	166
"22887"	"Gm28764"	40.36	852
"22888"	"Gm28765"	41.25	444.5
"22889"	"Gm28766"	38.89	234
"22890"	"Gm28767"	45.61	114
"22891"	"Gm28768"	47.09	378
"22892"	"Gm28769"	44.07	615
"22893"	"Gm2877"	47.59	1204
"22894"	"Gm28770"	45.17	693
"22895"	"Gm28771"	40.2	968
"22896"	"Gm28772"	45.47	2165
"22897"	"Gm28773"	43.82	696
"22898"	"Gm28774"	40.24	967.5
"22899"	"Gm28775"	45.28	2167
"22900"	"Gm28776"	45.37	615
"22901"	"Gm28777"	37.84	535
"22902"	"Gm28778"	38.6	785
"22903"	"Gm28779"	41.49	323
"22904"	"Gm2878"	42.31	486
"22905"	"Gm28780"	45.04	615
"22906"	"Gm28781"	43.68	696
"22907"	"Gm28782"	43.78	414
"22908"	"Gm28783"	40.33	359
"22909"	"Gm28784"	38.25	1011
"22910"	"Gm28785"	41.16	379
"22911"	"Gm28786"	50.76	172
"22912"	"Gm28787"	43.82	696
"22913"	"Gm28788"	40.27	375
"22914"	"Gm28789"	40.09	968.5
"22915"	"Gm28790"	45.2	615
"22916"	"Gm28791"	37.27	1779
"22917"	"Gm28792"	43.98	419
"22918"	"Gm28793"	55.68	413
"22919"	"Gm28794"	44.85	136
"22920"	"Gm28795"	45.18	695
"22921"	"Gm28796"	43.82	696
"22922"	"Gm28797"	40.32	315
"22923"	"Gm28798"	45.33	2161
"22924"	"Gm28799"	40.21	1498
"22925"	"Gm28800"	45.17	2243
"22926"	"Gm28801"	46.77	449
"22927"	"Gm28802"	43.38	944
"22928"	"Gm28803"	43.09	764
"22929"	"Gm28806"	40.44	528
"22930"	"Gm28807"	42.69	471
"22931"	"Gm28808"	40.58	313
"22932"	"Gm28809"	50	581.5
"22933"	"Gm28810"	45.41	166
"22934"	"Gm28811"	34.51	442
"22935"	"Gm28812"	43.82	696
"22936"	"Gm28813"	39.93	966.5
"22937"	"Gm28814"	45.4	696
"22938"	"Gm28815"	45.04	615
"22939"	"Gm28816"	40.29	969
"22940"	"Gm28817"	41.87	830
"22941"	"Gm28818"	42.55	1613
"22942"	"Gm28819"	40.4	583.857142857143
"22943"	"Gm28820"	40.27	967.5
"22944"	"Gm28821"	52.33	610
"22945"	"Gm28822"	39.65	778
"22946"	"Gm28823"	45.26	2167
"22947"	"Gm28824"	45.19	2167
"22948"	"Gm28825"	47.9	238
"22949"	"Gm28826"	38.59	488
"22950"	"Gm28827"	35.53	923
"22951"	"Gm28828"	43.53	696
"22952"	"Gm28829"	45.2	615
"22953"	"Gm28830"	44.6	213
"22954"	"Gm28831"	40.32	315
"22955"	"Gm28832"	40.43	965.5
"22956"	"Gm28833"	43.11	559
"22957"	"Gm28834"	41.2	444.5
"22958"	"Gm28835"	40.77	604.333333333333
"22959"	"Gm28836"	43.07	633
"22960"	"Gm28837"	43.53	696
"22961"	"Gm28838"	40	315
"22962"	"Gm28839"	45.19	2171
"22963"	"Gm28840"	40.22	495.333333333333
"22964"	"Gm28841"	44.89	695
"22965"	"Gm28842"	39.97	968.5
"22966"	"Gm28843"	35.29	678
"22967"	"Gm28844"	40.33	429
"22968"	"Gm28845"	43.6	733
"22969"	"Gm28846"	42.66	368
"22970"	"Gm28847"	45.29	700
"22971"	"Gm28848"	37.77	168
"22972"	"Gm28849"	38.3	174
"22973"	"Gm28850"	40.55	529.5
"22974"	"Gm28851"	50.95	329
"22975"	"Gm28852"	45.28	2160
"22976"	"Gm28853"	39.9	738.333333333333
"22977"	"Gm28854"	43.82	696
"22978"	"Gm28855"	40.63	315
"22979"	"Gm28856"	41.82	2828
"22980"	"Gm28857"	52.74	425
"22981"	"Gm28858"	45.41	166
"22982"	"Gm28859"	44.81	616
"22983"	"Gm28860"	40.26	313
"22984"	"Gm28861"	40.63	315
"22985"	"Gm28862"	43.56	163
"22986"	"Gm28863"	47.81	431
"22987"	"Gm28864"	50.16	644
"22988"	"Gm28865"	45.74	723
"22989"	"Gm28866"	45.53	2167
"22990"	"Gm28867"	45.58	2166
"22991"	"Gm28870"	35.21	880
"22992"	"Gm28871"	43.96	687
"22993"	"Gm28872"	48.73	158
"22994"	"Gm28874"	45.72	3134
"22995"	"Gm28875"	49.37	1189
"22996"	"Gm28876"	44.96	703
"22997"	"Gm28877"	44.37	604
"22998"	"Gm28878"	45.4	2167
"22999"	"Gm28879"	45.4	696
"23000"	"Gm2888"	42.27	1188
"23001"	"Gm28880"	45.28	2160
"23002"	"Gm28881"	38.48	470
"23003"	"Gm28882"	51.91	314
"23004"	"Gm28883"	53.66	369
"23005"	"Gm28884"	50.59	3994
"23006"	"Gm28885"	42.98	563
"23007"	"Gm28886"	50.95	329
"23008"	"Gm28887"	39	294
"23009"	"Gm28888"	48.01	316
"23010"	"Gm28889"	40.22	655.5
"23011"	"Gm28890"	50.85	173
"23012"	"Gm28891"	36.84	712.5
"23013"	"Gm28892"	43.35	2721
"23014"	"Gm28893"	43.69	1108
"23015"	"Gm28894"	45.2	615
"23016"	"Gm28895"	45.55	696
"23017"	"Gm28896"	43.53	696
"23018"	"Gm28897"	35.39	923
"23019"	"Gm28898"	45.36	2167
"23020"	"Gm28899"	45.2	615
"23021"	"Gm28900"	45.51	156
"23022"	"Gm28901"	49.24	474
"23023"	"Gm28902"	46.69	215
"23024"	"Gm28905"	39.36	826
"23025"	"Gm28906"	40.31	1779
"23026"	"Gm28907"	45.04	615
"23027"	"Gm28908"	38.94	356
"23028"	"Gm28909"	40.63	315
"23029"	"Gm28910"	43.68	696
"23030"	"Gm28911"	62.39	117
"23031"	"Gm28912"	43.59	234
"23032"	"Gm28913"	47.31	364
"23033"	"Gm28914"	51	667
"23034"	"Gm28915"	44.92	699
"23035"	"Gm28916"	43.63	699
"23036"	"Gm28917"	37.13	237
"23037"	"Gm28918"	44.64	699
"23038"	"Gm28919"	36.91	920
"23039"	"Gm2892"	45.29	711
"23040"	"Gm28920"	44.78	699
"23041"	"Gm28921"	45.5	378
"23042"	"Gm28922"	50.65	308
"23043"	"Gm28923"	43.48	322
"23044"	"Gm28924"	47.72	241
"23045"	"Gm28925"	26.19	168
"23046"	"Gm28926"	33.09	680
"23047"	"Gm28927"	33.82	272
"23048"	"Gm28929"	47.02	1193
"23049"	"Gm28930"	39.3	437
"23050"	"Gm28932"	42.27	357
"23051"	"Gm28934"	43.64	346
"23052"	"Gm28935"	33.48	568
"23053"	"Gm28936"	45.04	615
"23054"	"Gm28937"	45.18	695
"23055"	"Gm28938"	40.08	846.333333333333
"23056"	"Gm28939"	40.63	315
"23057"	"Gm28940"	43.47	1682
"23058"	"Gm28941"	37.46	1017
"23059"	"Gm28942"	45.3	365
"23060"	"Gm28943"	45.04	615
"23061"	"Gm28944"	39.04	356
"23062"	"Gm28945"	45.49	2165
"23063"	"Gm28946"	45.55	696
"23064"	"Gm28947"	40	853
"23065"	"Gm28948"	45.45	2167
"23066"	"Gm28949"	43.1	696
"23067"	"Gm2895"	44.48	3194
"23068"	"Gm28950"	40.22	850.666666666667
"23069"	"Gm28951"	38.64	313
"23070"	"Gm28952"	45.37	681
"23071"	"Gm28953"	45.19	697
"23072"	"Gm28954"	40.14	437
"23073"	"Gm28955"	45.45	2166
"23074"	"Gm28956"	38.93	427
"23075"	"Gm28957"	43.97	373
"23076"	"Gm28958"	44.52	703
"23077"	"Gm28959"	50.68	551
"23078"	"Gm28960"	45.21	99
"23079"	"Gm28961"	35.5	923
"23080"	"Gm28962"	41.09	529
"23081"	"Gm28963"	40.45	962
"23082"	"Gm28964"	40.09	970
"23083"	"Gm28965"	40.34	968.5
"23084"	"Gm28966"	40.01	970
"23085"	"Gm28967"	47.33	281
"23086"	"Gm28968"	43.53	696
"23087"	"Gm28969"	40.45	560.090909090909
"23088"	"Gm2897"	42.85	1980
"23089"	"Gm28970"	46.89	1139
"23090"	"Gm28971"	40.24	965.5
"23091"	"Gm28972"	45.29	2167
"23092"	"Gm28973"	45.02	613
"23093"	"Gm28974"	45.45	231
"23094"	"Gm28975"	43.44	686
"23095"	"Gm28976"	57.64	144
"23096"	"Gm28977"	45.19	2168
"23097"	"Gm28978"	44.55	615
"23098"	"Gm28979"	43.17	1540
"23099"	"Gm28980"	50.23	219
"23100"	"Gm28981"	42.36	1288
"23101"	"Gm28982"	46.27	512
"23102"	"Gm28983"	45.11	614
"23103"	"Gm28984"	50.95	174
"23104"	"Gm28985"	38.78	356
"23105"	"Gm28986"	36.59	678
"23106"	"Gm28987"	41.23	444.5
"23107"	"Gm28988"	36.77	1897
"23108"	"Gm28989"	42.7	1613
"23109"	"Gm28990"	40.28	697
"23110"	"Gm28991"	40.71	543
"23111"	"Gm28992"	46.76	139
"23112"	"Gm28993"	40.28	968
"23113"	"Gm28994"	40.52	529
"23114"	"Gm28995"	41.76	261
"23115"	"Gm28996"	46.46	721
"23116"	"Gm28997"	38.89	429
"23117"	"Gm28998"	35.5	919
"23118"	"Gm28999"	40.39	1498
"23119"	"Gm29000"	40.36	661.5
"23120"	"Gm29001"	45.34	697
"23121"	"Gm29002"	45.26	696
"23122"	"Gm29003"	36.02	323.5
"23123"	"Gm29005"	38.75	320
"23124"	"Gm29007"	35.75	679
"23125"	"Gm29008"	52.35	298
"23126"	"Gm29009"	43.36	496
"23127"	"Gm29010"	45.84	1042
"23128"	"Gm29011"	37.55	712
"23129"	"Gm29012"	40.11	469
"23130"	"Gm29013"	33.33	237
"23131"	"Gm29014"	38.04	326
"23132"	"Gm29015"	55.89	207
"23133"	"Gm29016"	45.64	1013
"23134"	"Gm29017"	44.19	2092
"23135"	"Gm29018"	38.8	619
"23136"	"Gm29019"	52	425.5
"23137"	"Gm29020"	35.84	290
"23138"	"Gm29021"	40.21	849.333333333333
"23139"	"Gm29022"	42.22	225
"23140"	"Gm29023"	35.63	325
"23141"	"Gm29024"	45.69	696
"23142"	"Gm29025"	45.43	2163
"23143"	"Gm29026"	40.63	315
"23144"	"Gm29027"	40.05	849.666666666667
"23145"	"Gm29028"	45.38	2166
"23146"	"Gm29029"	45.11	696
"23147"	"Gm29030"	45.37	615
"23148"	"Gm29031"	44.79	614
"23149"	"Gm29032"	45.34	697
"23150"	"Gm29033"	43.68	696
"23151"	"Gm29034"	40.95	315
"23152"	"Gm29036"	38.77	877
"23153"	"Gm29037"	40.89	313
"23154"	"Gm29038"	45.87	678
"23155"	"Gm29040"	42.93	1188
"23156"	"Gm29041"	46.58	380
"23157"	"Gm29042"	45.64	166
"23158"	"Gm29043"	40.71	623
"23159"	"Gm29044"	36.15	291.5
"23160"	"Gm29045"	44.7	698
"23161"	"Gm29046"	45.16	2167
"23162"	"Gm29047"	37.96	108
"23163"	"Gm29048"	40.43	1108
"23164"	"Gm29049"	39.81	1224
"23165"	"Gm29050"	48.42	1515
"23166"	"Gm29051"	36.29	369
"23167"	"Gm29052"	48.38	1451
"23168"	"Gm29053"	34.96	370
"23169"	"Gm29054"	50.76	1317.5
"23170"	"Gm29055"	41.87	1710
"23171"	"Gm29056"	40.43	962
"23172"	"Gm29057"	40.63	315
"23173"	"Gm29058"	45.04	615
"23174"	"Gm29059"	40.32	315
"23175"	"Gm29060"	39.6	457
"23176"	"Gm29061"	39.97	968.5
"23177"	"Gm29062"	43.66	694
"23178"	"Gm29063"	45.32	2166
"23179"	"Gm29064"	43.42	813
"23180"	"Gm29065"	42.69	487
"23181"	"Gm29066"	38.54	452
"23182"	"Gm29067"	49.57	470
"23183"	"Gm29068"	47.25	400
"23184"	"Gm29069"	39.59	675
"23185"	"Gm2907"	47.48	1192
"23186"	"Gm29070"	40.09	968.5
"23187"	"Gm29071"	40.18	962.5
"23188"	"Gm29072"	42	678
"23189"	"Gm29073"	35.57	664
"23190"	"Gm29074"	40.44	845.333333333333
"23191"	"Gm29075"	45.11	696
"23192"	"Gm29076"	45.48	697
"23193"	"Gm29077"	45.43	2169
"23194"	"Gm29078"	39.05	356
"23195"	"Gm29079"	45.37	615
"23196"	"Gm29080"	38.9	356
"23197"	"Gm29081"	40.11	853.333333333333
"23198"	"Gm29082"	39.83	448
"23199"	"Gm29083"	46.31	733
"23200"	"Gm29084"	44.77	1452
"23201"	"Gm29085"	41.33	225
"23202"	"Gm29086"	40.99	222
"23203"	"Gm29087"	42.07	645
"23204"	"Gm29088"	37.23	581
"23205"	"Gm29089"	31.95	602
"23206"	"Gm29090"	39.8	457
"23207"	"Gm29091"	45.37	2159
"23208"	"Gm29092"	40.32	315
"23209"	"Gm29093"	51.42	409
"23210"	"Gm29094"	39.73	664
"23211"	"Gm29097"	52.37	422
"23212"	"Gm29098"	40.33	967.5
"23213"	"Gm29099"	45.99	760
"23214"	"Gm29100"	55.9	4410
"23215"	"Gm29101"	49.9	1471
"23216"	"Gm29103"	48.32	598
"23217"	"Gm29104"	36.7	222
"23218"	"Gm29105"	46.08	450
"23219"	"Gm29106"	37.7	4012
"23220"	"Gm29107"	25.65	347
"23221"	"Gm29108"	40.01	968
"23222"	"Gm29109"	45.26	696
"23223"	"Gm29110"	35.49	922
"23224"	"Gm29111"	43.53	696
"23225"	"Gm29112"	38.08	3487
"23226"	"Gm29113"	44.55	3432
"23227"	"Gm29114"	38.88	2508
"23228"	"Gm29115"	45.37	615
"23229"	"Gm29116"	40.34	967
"23230"	"Gm29117"	40.04	968
"23231"	"Gm29118"	40.32	315
"23232"	"Gm29119"	43.1	696
"23233"	"Gm2912"	40.95	1799
"23234"	"Gm29120"	45.55	696
"23235"	"Gm29121"	45.04	615
"23236"	"Gm29122"	40.06	852
"23237"	"Gm29123"	49.79	3657
"23238"	"Gm29124"	44.25	452
"23239"	"Gm29125"	47.81	3220
"23240"	"Gm29126"	50.99	151
"23241"	"Gm29127"	53.77	517
"23242"	"Gm29128"	40.59	2858
"23243"	"Gm29129"	43.19	659
"23244"	"Gm29130"	40.81	525.5
"23245"	"Gm29131"	40.36	967.5
"23246"	"Gm29132"	41.01	529.5
"23247"	"Gm29133"	38	885
"23248"	"Gm29134"	31.13	126
"23249"	"Gm29135"	46.67	612
"23250"	"Gm29137"	42	520
"23251"	"Gm29138"	45.69	348
"23252"	"Gm29139"	35.07	248
"23253"	"Gm2914"	55.49	328
"23254"	"Gm29140"	39.92	476
"23255"	"Gm29141"	38.33	882
"23256"	"Gm29142"	44.54	696
"23257"	"Gm29143"	55.22	201
"23258"	"Gm29144"	42.77	339
"23259"	"Gm29145"	45.39	456
"23260"	"Gm29146"	45.45	2165
"23261"	"Gm29147"	40.63	315
"23262"	"Gm29148"	41.07	336
"23263"	"Gm29149"	44.97	696
"23264"	"Gm2915"	50.32	787
"23265"	"Gm29151"	44.29	2513
"23266"	"Gm29152"	41.42	325
"23267"	"Gm29154"	43.94	953.462962962963
"23268"	"Gm29155"	40.52	242.5
"23269"	"Gm29156"	41.68	499
"23270"	"Gm29157"	38.56	612
"23271"	"Gm29158"	40.62	1494
"23272"	"Gm29159"	44.33	379
"23273"	"Gm2916"	43.59	1043
"23274"	"Gm29160"	43.78	699
"23275"	"Gm29161"	42.2	699
"23276"	"Gm29162"	40.23	968
"23277"	"Gm29163"	44.86	107
"23278"	"Gm29164"	52.34	1024
"23279"	"Gm29165"	35.57	664
"23280"	"Gm29166"	41.22	444.5
"23281"	"Gm29167"	43.92	377
"23282"	"Gm29168"	48.03	687
"23283"	"Gm29169"	45.37	615
"23284"	"Gm29170"	40.07	3666
"23285"	"Gm29171"	43	486
"23286"	"Gm29175"	53.73	402
"23287"	"Gm29178"	40.36	532
"23288"	"Gm29179"	40.4	556.1
"23289"	"Gm29180"	40.63	315
"23290"	"Gm29181"	43.68	696
"23291"	"Gm29182"	40.29	968.5
"23292"	"Gm29183"	44.2	790
"23293"	"Gm29184"	40.72	334
"23294"	"Gm29185"	42.17	516
"23295"	"Gm29186"	44.22	660
"23296"	"Gm29187"	48.89	689
"23297"	"Gm29188"	42.54	767
"23298"	"Gm29189"	45.04	615
"23299"	"Gm29190"	40.09	968.5
"23300"	"Gm29191"	40.77	529
"23301"	"Gm29192"	42.71	377
"23302"	"Gm29193"	41.74	830
"23303"	"Gm29194"	45.3	2167
"23304"	"Gm29195"	46.44	379
"23305"	"Gm29196"	44.82	618
"23306"	"Gm29197"	44.44	702
"23307"	"Gm29198"	39.99	1512
"23308"	"Gm29199"	51.35	775
"23309"	"Gm29200"	47.24	1085
"23310"	"Gm29201"	53.36	431
"23311"	"Gm29202"	62.07	422
"23312"	"Gm29203"	40.09	966.5
"23313"	"Gm29204"	40.36	967.5
"23314"	"Gm29206"	41.99	827
"23315"	"Gm29207"	40.47	962
"23316"	"Gm29208"	47.43	1185.14285714286
"23317"	"Gm29209"	39.77	457
"23318"	"Gm29210"	40.78	529.5
"23319"	"Gm29211"	35.58	664
"23320"	"Gm29212"	45.53	615
"23321"	"Gm29213"	50.95	329
"23322"	"Gm29214"	47.37	570
"23323"	"Gm29215"	40.4	528.5
"23324"	"Gm29216"	40.24	492
"23325"	"Gm29217"	40.36	967.5
"23326"	"Gm29218"	40.43	466.125
"23327"	"Gm29219"	40.38	968
"23328"	"Gm29220"	40.01	1501
"23329"	"Gm29221"	43.15	2894
"23330"	"Gm29222"	45.35	2167
"23331"	"Gm29223"	45.18	695
"23332"	"Gm29224"	45.2	615
"23333"	"Gm29225"	40.24	852
"23334"	"Gm29226"	45.25	2167
"23335"	"Gm29227"	40.95	315
"23336"	"Gm29228"	45.69	418
"23337"	"Gm29229"	39.01	323
"23338"	"Gm29230"	44.63	412
"23339"	"Gm29231"	37.21	319
"23340"	"Gm29232"	44.12	297
"23341"	"Gm29233"	52.26	281
"23342"	"Gm29234"	39.94	1262
"23343"	"Gm29235"	29.96	442
"23344"	"Gm29237"	37.12	448
"23345"	"Gm29238"	45.18	695
"23346"	"Gm29239"	43.68	696
"23347"	"Gm29240"	47.9	286
"23348"	"Gm29241"	48.63	1096
"23349"	"Gm29242"	36.89	457
"23350"	"Gm29243"	45.54	418
"23351"	"Gm29244"	43.68	696
"23352"	"Gm29245"	45.62	1416
"23353"	"Gm29246"	65.09	349
"23354"	"Gm29247"	41.06	546
"23355"	"Gm29248"	39.83	852.666666666667
"23356"	"Gm29249"	44.97	696
"23357"	"Gm29250"	39.12	368
"23358"	"Gm29251"	45.37	615
"23359"	"Gm29252"	45.28	2167
"23360"	"Gm29253"	51.98	5231
"23361"	"Gm29254"	45.37	881
"23362"	"Gm29255"	40.1	968
"23363"	"Gm29256"	40.71	312
"23364"	"Gm29257"	53.05	639
"23365"	"Gm29258"	48.15	2564
"23366"	"Gm29259"	43.08	694
"23367"	"Gm2926"	48.54	239
"23368"	"Gm29260"	38.1	1655.5
"23369"	"Gm29261"	56.6	678
"23370"	"Gm29262"	39.8	196
"23371"	"Gm29263"	44.92	463
"23372"	"Gm29264"	48.36	1264
"23373"	"Gm29265"	40	968.5
"23374"	"Gm29266"	45.43	600
"23375"	"Gm29267"	49.47	378
"23376"	"Gm29268"	45.2	615
"23377"	"Gm29269"	44.97	696
"23378"	"Gm29270"	45.51	2167
"23379"	"Gm29271"	40.04	853
"23380"	"Gm29272"	44.83	696
"23381"	"Gm29273"	53.44	262
"23382"	"Gm29274"	40.33	967.5
"23383"	"Gm29275"	40.28	962.5
"23384"	"Gm29276"	36.71	932
"23385"	"Gm29277"	31.93	602
"23386"	"Gm29278"	40.35	967
"23387"	"Gm29279"	45.26	696
"23388"	"Gm29280"	45.2	615
"23389"	"Gm29281"	47.51	381
"23390"	"Gm29282"	46.66	473
"23391"	"Gm29283"	45.28	288
"23392"	"Gm29284"	46.51	255
"23393"	"Gm29285"	50.57	174
"23394"	"Gm29286"	41.23	444.5
"23395"	"Gm29288"	39.07	901
"23396"	"Gm29289"	36.34	576
"23397"	"Gm29290"	43.92	597
"23398"	"Gm29291"	43.81	664
"23399"	"Gm29292"	54.34	766
"23400"	"Gm29293"	44.94	2188
"23401"	"Gm29295"	40.98	1371
"23402"	"Gm29296"	40.55	320
"23403"	"Gm29297"	40.43	968
"23404"	"Gm29298"	43.68	696
"23405"	"Gm29299"	35.53	923
"23406"	"Gm2930"	44.59	474
"23407"	"Gm29300"	44.97	696
"23408"	"Gm29301"	40.12	854
"23409"	"Gm29302"	45.35	2167
"23410"	"Gm29303"	40.02	854
"23411"	"Gm29304"	45.18	695
"23412"	"Gm29305"	45.38	2167
"23413"	"Gm29306"	45.2	615
"23414"	"Gm29307"	43.68	696
"23415"	"Gm29308"	40.32	315
"23416"	"Gm29309"	45.54	2166
"23417"	"Gm29310"	44.83	696
"23418"	"Gm29311"	40.65	892.5
"23419"	"Gm29312"	43.53	696
"23420"	"Gm29313"	40.28	969
"23421"	"Gm29314"	45.37	615
"23422"	"Gm29315"	40.87	529.5
"23423"	"Gm29316"	50.76	174
"23424"	"Gm29317"	45.11	696
"23425"	"Gm29318"	35.29	975
"23426"	"Gm29319"	43.68	696
