"Gene"	"GC_content"	"Mean_transcript_length"
"21080"	"OLA1P3"	43.41	2555
"21081"	"OLAH"	43.07	909.625
"21082"	"OLFM1"	55.24	1363.08333333333
"21083"	"OLFM2"	50.52	1243.2
"21084"	"OLFM3"	35.12	2490.5
"21085"	"OLFM4"	40.05	2843
"21086"	"OLFM5P"	44.3	1479
"21087"	"OLFML1"	42.2	1543.8
"21088"	"OLFML2A"	52.21	4532.66666666667
"21089"	"OLFML2B"	48.22	1610.6
"21090"	"OLFML3"	45.3	1640.2
"21091"	"OLIG1"	64.8	1252
"21092"	"OLIG2"	58.86	2104.66666666667
"21093"	"OLIG3"	54.64	2196
"21094"	"OLMALINC"	43.44	1796.08333333333
"21095"	"OLR1"	38.78	874
"21096"	"OMA1"	39.98	856.818181818182
"21097"	"OMD"	36.07	2449
"21098"	"OMG"	38.2	1501
"21099"	"OMP"	63.01	492
"21100"	"ONECUT1"	46.01	1892.25
"21101"	"ONECUT2"	44.28	8435
"21102"	"OOEP"	45.33	816.333333333333
"21103"	"OOEP-AS1"	44.75	463
"21104"	"OOSP1"	38.37	812.5
"21105"	"OOSP1P1"	40.51	274
"21106"	"OOSP1P2"	39.87	597
"21107"	"OOSP2"	38.11	774.666666666667
"21108"	"OOSP3"	38.16	850
"21109"	"OOSP4A"	36.57	577
"21110"	"OOSP4B"	37.35	1124
"21111"	"OPA1"	36.98	3902.96774193548
"21112"	"OPA1-AS1"	33.58	451.5
"21113"	"OPA3"	49.78	3741.33333333333
"21114"	"OPALIN"	41.61	3410.5
"21115"	"OPCML"	41.75	3639
"21116"	"OPCML-IT1"	50.97	2936
"21117"	"OPCML-IT2"	38.18	398
"21118"	"OPHN1"	39.75	1915.4
"21119"	"OPLAH"	65.95	1486.75
"21120"	"OPN1LW"	52.59	842
"21121"	"OPN1MW"	53.21	1092.66666666667
"21122"	"OPN1MW2"	52.91	850.666666666667
"21123"	"OPN1MW3"	53.18	1998
"21124"	"OPN1SW"	48.61	1096
"21125"	"OPN3"	39.62	1348.85714285714
"21126"	"OPN4"	58.74	2145.66666666667
"21127"	"OPN5"	38.62	1667.66666666667
"21128"	"OPRD1"	50.14	5267
"21129"	"OPRK1"	42.12	3324.5
"21130"	"OPRL1"	60.3333333333333	2994
"21131"	"OPRM1"	38.81	2201.39130434783
"21132"	"OPRPN"	35.93	777.666666666667
"21133"	"OPTC"	51.15	997
"21134"	"OPTN"	42.4	1877.16666666667
"21135"	"OR10A2"	37.83	3221.5
"21136"	"OR10A3"	41.5366666666667	1590.66666666667
"21137"	"OR10A4"	49.95	995
"21138"	"OR10A5"	47.34	1054
"21139"	"OR10A6"	37.19	3532.75
"21140"	"OR10A7"	44.27	951
"21141"	"OR10AA1P"	51.55	937
"21142"	"OR10AB1P"	38.04	1312
"21143"	"OR10AC1"	44.03	2898
"21144"	"OR10AD1"	50.5	1305
"21145"	"OR10AE1P"	39.46	1029
"21146"	"OR10AE3P"	64.39	469
"21147"	"OR10AF1P"	40.5	805
"21148"	"OR10AG1"	32.98	1911.5
"21149"	"OR10AH1P"	49.63	2680
"21150"	"OR10AK1P"	36.14	415
"21151"	"OR10B1P"	57.83	958
"21152"	"OR10C1"	50.024	1409.6
"21153"	"OR10D1P"	51.28	936
"21154"	"OR10D3"	40.62	2719
"21155"	"OR10D4P"	45.32	951
"21156"	"OR10D5P"	48.52	915
"21157"	"OR10G1P"	52.44	944
"21158"	"OR10G2"	50.59	1105
"21159"	"OR10G3"	42.37	1992
"21160"	"OR10G4"	39.17	2620
"21161"	"OR10G5P"	51.68	358
"21162"	"OR10G6"	50.55	999
"21163"	"OR10G7"	37.47	2192.5
"21164"	"OR10G8"	42.69	1039
"21165"	"OR10G9"	53.85	936
"21166"	"OR10H4"	37.71	1216.5
"21167"	"OR10H5"	48.1	4088
"21168"	"OR10J1"	40.58	1946
"21169"	"OR10J2P"	44.85	961
"21170"	"OR10J3"	48.69	965
"21171"	"OR10J4"	46.31	935
"21172"	"OR10J5"	43.87	930
"21173"	"OR10J6P"	47.1	930
"21174"	"OR10J7P"	45.82	934
"21175"	"OR10J8P"	46.29	929
"21176"	"OR10J9P"	46.81	987
"21177"	"OR10K1"	38.15	1891.5
"21178"	"OR10K2"	36.19	1981
"21179"	"OR10N1P"	35.74	1217.66666666667
"21180"	"OR10P1"	58.49	995
"21181"	"OR10Q1"	57.28	1037
"21182"	"OR10Q2P"	54.26	940
"21183"	"OR10R1P"	41.72	1141
"21184"	"OR10R2"	34.14	1038.33333333333
"21185"	"OR10R3P"	44.69	942
"21186"	"OR10S1"	54.06	1121
"21187"	"OR10T1P"	46.57	947
"21188"	"OR10T2"	47.62	945
"21189"	"OR10U1P"	44.53	905
"21190"	"OR10V1"	47.85	930
"21191"	"OR10V2P"	53.14	764
"21192"	"OR10V3P"	44.28	725
"21193"	"OR10W1"	46.9	1469
"21194"	"OR10X1"	44.34	981
"21195"	"OR10Y1P"	47.13	974
"21196"	"OR10Z1"	39.04	3632.5
"21197"	"OR11A1"	39.089375	2440.625
"21198"	"OR11G1P"	48.35	968
"21199"	"OR11G2"	39.89	3079.66666666667
"21200"	"OR11H1"	43.43	964.5
"21201"	"OR11H12"	42.3	1085
"21202"	"OR11H13P"	43.82	979
"21203"	"OR11H2"	44.86	1016.5
"21204"	"OR11H3P"	43.34	983
"21205"	"OR11H4"	41.07	1333.5
"21206"	"OR11H5P"	35.65	1125.5
"21207"	"OR11H6"	45.22	993
"21208"	"OR11H7"	45.4	945
"21209"	"OR11I1P"	46.75	954
"21210"	"OR11J2P"	45.64	907
"21211"	"OR11J5P"	48.29	934
"21212"	"OR11J6P"	47.88	969
"21213"	"OR11J7P"	45.74	940
"21214"	"OR11K1P"	43.53	843
"21215"	"OR11K2P"	41.77	948
"21216"	"OR11L1"	51.08	969
"21217"	"OR11M1P"	54.38	958
"21218"	"OR11N1P"	43.88	923
"21219"	"OR11P1P"	35.83	374
"21220"	"OR11Q1P"	45.71	943
"21221"	"OR12D1"	42.9466666666667	1175.66666666667
"21222"	"OR12D2"	42.7375	1175.75
"21223"	"OR12D3"	38.01	1784.58333333333
"21224"	"OR13A1"	38.36	1992.83333333333
"21225"	"OR13C1P"	35.5	1941
"21226"	"OR13C2"	44.2	957
"21227"	"OR13C3"	40.52	1108
"21228"	"OR13C4"	41.38	957
"21229"	"OR13C5"	43.89	957
"21230"	"OR13C6P"	53.47	950
"21231"	"OR13C7"	52.87	959
"21232"	"OR13C8"	44.03	963
"21233"	"OR13C9"	43.89	957
"21234"	"OR13D1"	41.46	1026
"21235"	"OR13D2P"	42.78	907
"21236"	"OR13D3P"	42.26	937
"21237"	"OR13E1P"	55.72	926
"21238"	"OR13F1"	46.35	960
"21239"	"OR13G1"	36.7	1807
"21240"	"OR13H1"	45.33	1081
"21241"	"OR13I1P"	40.43	1264
"21242"	"OR13J1"	58.18	1339
"21243"	"OR13K1P"	42.49	1118
"21244"	"OR13Z1P"	48.23	848
"21245"	"OR13Z2P"	45.05	555
"21246"	"OR13Z3P"	42.2	391
"21247"	"OR14A16"	35.73	1148.5
"21248"	"OR14A2"	40.75	718
"21249"	"OR14C36"	46.43	939
"21250"	"OR14I1"	47.57	1007
"21251"	"OR14J1"	41.415	2373
"21252"	"OR14K1"	46.56	945
"21253"	"OR14L1P"	34.84	1963.5
"21254"	"OR1A1"	41.12	3028.25
"21255"	"OR1A2"	45.27	930
"21256"	"OR1AA1P"	42.49	939
"21257"	"OR1AB1P"	52.83	761
"21258"	"OR1AC1P"	50	76
"21259"	"OR1B1"	51.56	995
"21260"	"OR1C1"	35.9	2513
"21261"	"OR1D2"	40.42	3569.33333333333
"21262"	"OR1D3P"	53.49	931
"21263"	"OR1D4"	40.44	790.5
"21264"	"OR1D5"	52.93	939
"21265"	"OR1E1"	44.84	1307
"21266"	"OR1E2"	50	972
"21267"	"OR1E3"	50.21	948
"21268"	"OR1F1"	51.17	942
"21269"	"OR1F12"	46.88	945
"21270"	"OR1F2P"	51.88	933
"21271"	"OR1G1"	48.4	998
"21272"	"OR1H1P"	48.03	937
"21273"	"OR1J1"	49.43	969
"21274"	"OR1J2"	49.79	942
"21275"	"OR1J4"	48.62	942
"21276"	"OR1K1"	59.1	951
"21277"	"OR1L1"	41.92	1008
"21278"	"OR1L3"	42.31	1118
"21279"	"OR1L4"	48.72	936
"21280"	"OR1L6"	39.24	1032
"21281"	"OR1L8"	37.26	1542.5
"21282"	"OR1M1"	46.79	1785
"21283"	"OR1M4P"	51.92	287
"21284"	"OR1N1"	50.37	937.5
"21285"	"OR1N2"	48.14	1048
"21286"	"OR1P1"	53.32	994
"21287"	"OR1Q1"	49.21	945
"21288"	"OR1S1"	42.47	1226
"21289"	"OR1S2"	45.1	959.5
"21290"	"OR1X1P"	55.27	931
"21291"	"OR1X5P"	54.82	894
"21292"	"OR2A1"	39.08	2782.5
"21293"	"OR2A1-AS1"	41.47	567.8
"21294"	"OR2A12"	36.63	2604.5
"21295"	"OR2A13P"	49.14	930
"21296"	"OR2A14"	39.54	1605.5
"21297"	"OR2A15P"	51.78	900
"21298"	"OR2A2"	49.86	1051
"21299"	"OR2A20P"	39.44	1821.75
"21300"	"OR2A25"	36.5	1496
"21301"	"OR2A3P"	34.11	1364.5
"21302"	"OR2A4"	45.22	1758
"21303"	"OR2A41P"	46.67	105
"21304"	"OR2A42"	39.85	2939.5
"21305"	"OR2A5"	39.3	3419.33333333333
"21306"	"OR2A7"	38.99	1589
"21307"	"OR2A9P"	42.12	1966.25
"21308"	"OR2AD1P"	40.465	928
"21309"	"OR2AE1"	47.71	1071
"21310"	"OR2AF1P"	43.66	939
"21311"	"OR2AG1"	38.4	3241.66666666667
"21312"	"OR2AG2"	39.84	3171.33333333333
"21313"	"OR2AH1P"	34.92	1836
"21314"	"OR2AI1P"	49.36	932
"21315"	"OR2AJ1"	35.46	1873
"21316"	"OR2AK2"	42.81	1081
"21317"	"OR2AL1P"	40.04	507
"21318"	"OR2AM1P"	52.13	422
"21319"	"OR2AO1P"	43.42	403
"21320"	"OR2AP1"	38.98	1239
"21321"	"OR2AQ1P"	47	200
"21322"	"OR2AS1P"	45.45	319
"21323"	"OR2AS2P"	46.32	331.5
"21324"	"OR2AT1P"	54.51	743
"21325"	"OR2AT2P"	54.03	905
"21326"	"OR2AT4"	39.73	7117.6
"21327"	"OR2B11"	45.24	3883
"21328"	"OR2B2"	41.25	1212
"21329"	"OR2B3"	42.75	1056.5
"21330"	"OR2B6"	43.95	942
"21331"	"OR2B7P"	48.07	934
"21332"	"OR2B8P"	44.35	938
"21333"	"OR2BH1P"	40.16	864
"21334"	"OR2C1"	50.28	1418
"21335"	"OR2C3"	42.49	6296
"21336"	"OR2D2"	45.41	1110
"21337"	"OR2D3"	44.21	1070
"21338"	"OR2E1P"	44.13	494
"21339"	"OR2F1"	37.31	2587.25
"21340"	"OR2F2"	48.11	1114
"21341"	"OR2G1P"	48.55	931
"21342"	"OR2G2"	48.43	954
"21343"	"OR2G3"	46.24	930
"21344"	"OR2G6"	38.23	4324.33333333333
"21345"	"OR2H1"	41.3675	1721
"21346"	"OR2H2"	47.5133333333333	1818.5
"21347"	"OR2H5P"	53.45	928
"21348"	"OR2I1P"	53.61	3380
"21349"	"OR2J1"	39.745	1407.25
"21350"	"OR2J2"	40.1633333333333	1458.66666666667
"21351"	"OR2J3"	39.286	1934.8
"21352"	"OR2J4P"	44.0166666666667	936
"21353"	"OR2K2"	38.65	1058
"21354"	"OR2L13"	38.97	1902.33333333333
"21355"	"OR2L1P"	35.28	980.5
"21356"	"OR2L2"	35.53	3219.66666666667
"21357"	"OR2L3"	35.43	2822.66666666667
"21358"	"OR2L5"	35.51	2429
"21359"	"OR2L6P"	45.32	940
"21360"	"OR2L8"	44.94	939
"21361"	"OR2L9P"	44.03	913
"21362"	"OR2M1P"	47.74	951
"21363"	"OR2M2"	35.3	1141.33333333333
"21364"	"OR2M3"	35.98	5487
"21365"	"OR2M4"	37.35	3435
"21366"	"OR2M5"	47.82	939
"21367"	"OR2M7"	46.75	939
"21368"	"OR2P1P"	44.69	775
"21369"	"OR2Q1P"	50.66	916
"21370"	"OR2R1P"	56.32	941
"21371"	"OR2S1P"	40.94	1404.5
"21372"	"OR2S2"	52.82	1047
"21373"	"OR2T1"	40.9933333333333	1441.33333333333
"21374"	"OR2T10"	36.87	2284
"21375"	"OR2T11"	40.1	2421
"21376"	"OR2T12"	36.92	3387
"21377"	"OR2T2"	45.992	1988.8
"21378"	"OR2T27"	39.38	1125
"21379"	"OR2T29"	39.45	1825.5
"21380"	"OR2T3"	53.585	982.5
"21381"	"OR2T32P"	37.94	1038.5
"21382"	"OR2T33"	35.77	2592
"21383"	"OR2T34"	53.61	957
"21384"	"OR2T35"	41.13	1964.5
"21385"	"OR2T4"	49.67	1005
"21386"	"OR2T5"	47.5533333333333	1502.33333333333
"21387"	"OR2T6"	41.69	2174.66666666667
"21388"	"OR2T7"	43.94	2599.66666666667
"21389"	"OR2T8"	44.05	1082.5
"21390"	"OR2U1P"	43.9	879
"21391"	"OR2U2P"	42.865	960
"21392"	"OR2V1"	51.58	2227.8
"21393"	"OR2V2"	49.47	3384.33333333333
"21394"	"OR2W1"	41.15	1028
"21395"	"OR2W2P"	47.74	909
"21396"	"OR2W3"	56.93	945
"21397"	"OR2W4P"	46.98	926
"21398"	"OR2W5"	44.04	1213.33333333333
"21399"	"OR2W6P"	48.67	939
"21400"	"OR2X1P"	34.93	687
"21401"	"OR2Y1"	50.66	1058
"21402"	"OR2Z1"	46.99	1405.5
"21403"	"OR3A1"	38.34	1308
"21404"	"OR3A2"	41.7	1056.5
"21405"	"OR3A3"	42.41	2383
"21406"	"OR3A4P"	52.5	1183.5
"21407"	"OR3B1P"	54.49	903
"21408"	"OR3D1P"	43.77	955
"21409"	"OR4A10P"	42.95	928
"21410"	"OR4A11P"	41.83	906
"21411"	"OR4A12P"	41.07	918
"21412"	"OR4A13P"	42.68	942
"21413"	"OR4A15"	41.45	990
"21414"	"OR4A16"	41.17	1081
"21415"	"OR4A17P"	40.93	904
"21416"	"OR4A18P"	36.31	1088
"21417"	"OR4A19P"	40.62	1103
"21418"	"OR4A1P"	40.11	920
"21419"	"OR4A21P"	42.06	944
"21420"	"OR4A2P"	42.94	913
"21421"	"OR4A3P"	38.58	871
"21422"	"OR4A40P"	41.35	948
"21423"	"OR4A41P"	41.59	928
"21424"	"OR4A42P"	42	938
"21425"	"OR4A43P"	41.74	908
"21426"	"OR4A44P"	40.93	948
"21427"	"OR4A45P"	42.06	901
"21428"	"OR4A46P"	43.84	933
"21429"	"OR4A47"	43.05	1064
"21430"	"OR4A48P"	41.69	391
"21431"	"OR4A49P"	39.08	632
"21432"	"OR4A4P"	43.23	930
"21433"	"OR4A5"	42.11	1071
"21434"	"OR4A50P"	39.77	908
"21435"	"OR4A6P"	40.82	970
"21436"	"OR4A7P"	41.87	910
"21437"	"OR4A8"	41.27	945
"21438"	"OR4A9P"	40.89	944
"21439"	"OR4B1"	46.99	930
"21440"	"OR4B2P"	46.94	882
"21441"	"OR4C10P"	44.15	931
"21442"	"OR4C11"	34.58	1891
"21443"	"OR4C12"	41.86	1063
"21444"	"OR4C13"	42.18	1029
"21445"	"OR4C14P"	44.2	923
"21446"	"OR4C15"	42.5	1032
"21447"	"OR4C16"	42.34	933
"21448"	"OR4C1P"	37.97	1253
"21449"	"OR4C2P"	41.17	1064
"21450"	"OR4C3"	42.99	874.333333333333
"21451"	"OR4C45"	43.32	921
"21452"	"OR4C46"	44.52	930
"21453"	"OR4C48P"	45.32	898
"21454"	"OR4C49P"	45.67	900
"21455"	"OR4C4P"	41.81	931
"21456"	"OR4C5"	44.95	981
"21457"	"OR4C50P"	41.72	930
"21458"	"OR4C6"	40.63	1039
"21459"	"OR4C7P"	42.55	919
"21460"	"OR4C9P"	43.03	925
"21461"	"OR4D1"	42.98	2974.5
"21462"	"OR4D10"	40.23	2482
"21463"	"OR4D11"	49.68	936
"21464"	"OR4D2"	43.75	1781
"21465"	"OR4D5"	48.77	1095
"21466"	"OR4D6"	49.72	1054
"21467"	"OR4D7P"	50.42	942
"21468"	"OR4D8P"	47.31	930
"21469"	"OR4D9"	42.42	4377
"21470"	"OR4E1"	39.62	2321
"21471"	"OR4E2"	38.27	1898.5
"21472"	"OR4F13P"	36.72	1492.5
"21473"	"OR4F14P"	46.33	939
"21474"	"OR4F15"	37.14	2119
"21475"	"OR4F16"	45.73	995
"21476"	"OR4F17"	34.4	1774.75
"21477"	"OR4F1P"	45.52	938
"21478"	"OR4F21"	45.63	995
"21479"	"OR4F28P"	46.06	938
"21480"	"OR4F29"	45.73	995
"21481"	"OR4F2P"	45.63	938
"21482"	"OR4F3"	45.73	995
"21483"	"OR4F4"	41.7	1063
"21484"	"OR4F5"	32.06	1836
"21485"	"OR4F6"	37.2	1238
"21486"	"OR4F7P"	45.65	931
"21487"	"OR4F8P"	45.46	937
"21488"	"OR4G11P"	34.27	1176.5
"21489"	"OR4G1P"	34.03	1452.33333333333
"21490"	"OR4G2P"	35.06	1331
"21491"	"OR4G3P"	37.79	913
"21492"	"OR4G4P"	37.74	840
"21493"	"OR4G6P"	38.07	880
"21494"	"OR4H12P"	44.1	907
"21495"	"OR4H6P"	43.76	930
"21496"	"OR4K1"	36.09	1257.66666666667
"21497"	"OR4K11P"	42.62	976
"21498"	"OR4K12P"	40.95	945
"21499"	"OR4K13"	38.33	4193
"21500"	"OR4K14"	33.36	1089
"21501"	"OR4K15"	42.02	1216
"21502"	"OR4K16P"	38.98	1237.5
"21503"	"OR4K17"	36.85	3662
"21504"	"OR4K2"	33.76	5442.25
"21505"	"OR4K3"	45.09	947
"21506"	"OR4K4P"	44.88	684
"21507"	"OR4K5"	40.82	1078
"21508"	"OR4K6P"	41.81	897
"21509"	"OR4K7P"	40.85	945
"21510"	"OR4K8P"	42.18	1048
"21511"	"OR4L1"	41.21	939
"21512"	"OR4M1"	34.9	2063.5
"21513"	"OR4M2"	36	814.5
"21514"	"OR4N1P"	46.68	949
"21515"	"OR4N3P"	46.86	924
"21516"	"OR4N4"	47	951
"21517"	"OR4N5"	36.64	1557
"21518"	"OR4P1P"	37.94	1136
"21519"	"OR4P4"	34.39	1512.5
"21520"	"OR4Q1P"	45.3	925
"21521"	"OR4Q2"	32.96	1849.5
"21522"	"OR4R1P"	43.63	463
"21523"	"OR4R2P"	41.71	597
"21524"	"OR4R3P"	39.26	838
"21525"	"OR4S1"	48.06	930
"21526"	"OR4S2"	36.82	1573.5
"21527"	"OR4T1P"	42.7	911
"21528"	"OR4U1P"	39.14	912
"21529"	"OR4V1P"	35.7	1140
"21530"	"OR4X1"	49.67	918
"21531"	"OR4X2"	48.49	1025
"21532"	"OR4X7P"	46.35	192
"21533"	"OR51A10P"	49.09	937
"21534"	"OR51A1P"	47.78	946
"21535"	"OR51A2"	42.99	942
"21536"	"OR51A3P"	45.02	924
"21537"	"OR51A4"	35.16	2697.5
"21538"	"OR51A5P"	42.57	942
"21539"	"OR51A6P"	45.32	1004
"21540"	"OR51A7"	35.83	1617
"21541"	"OR51A8P"	40.96	989
"21542"	"OR51A9P"	54.67	911
"21543"	"OR51AB1P"	38.55	620
"21544"	"OR51B2"	43.02	939
"21545"	"OR51B3P"	43.7	913
"21546"	"OR51B4"	44.8	933
"21547"	"OR51B5"	38.82	1096.8
"21548"	"OR51B6"	45.26	939
"21549"	"OR51B8P"	45.9	769
"21550"	"OR51C1P"	38.37	1444
"21551"	"OR51C4P"	46.41	948
"21552"	"OR51D1"	47.37	2342.5
"21553"	"OR51E1"	43.44	2996
"21554"	"OR51E2"	39.69	2000
"21555"	"OR51F1"	44.27	949.5
"21556"	"OR51F2"	44.89	1064.5
"21557"	"OR51F3P"	44.95	901
"21558"	"OR51F4P"	46.16	899
"21559"	"OR51F5P"	38.03	1897.5
"21560"	"OR51G1"	49.79	966
"21561"	"OR51G2"	41.19	2174.5
"21562"	"OR51H1"	37.47	996.5
"21563"	"OR51H2P"	38.06	1976
"21564"	"OR51I1"	47.62	945
"21565"	"OR51I2"	40.18	2186
"21566"	"OR51J1"	46.9	951
"21567"	"OR51K1P"	48.84	950
"21568"	"OR51L1"	37.7	3481.25
"21569"	"OR51M1"	38.94	2343
"21570"	"OR51N1P"	46.95	952
"21571"	"OR51P1P"	46.71	942
"21572"	"OR51Q1"	48.45	1096
"21573"	"OR51R1P"	52.42	952
"21574"	"OR51S1"	45.37	1750
"21575"	"OR51T1"	45.82	1024.5
"21576"	"OR51V1"	45.65	957
"21577"	"OR52A1"	37.63	5361
"21578"	"OR52A4P"	38.81	923.666666666667
"21579"	"OR52A5"	35.36	3983
"21580"	"OR52B1P"	46.75	909
"21581"	"OR52B2"	48.19	1079
"21582"	"OR52B3P"	48.6	928
"21583"	"OR52B4"	44.66	1124
"21584"	"OR52B5P"	37.87	1710.25
"21585"	"OR52B6"	49.31	1008
"21586"	"OR52D1"	48.45	1065
"21587"	"OR52E1"	43.95	926
"21588"	"OR52E2"	44.99	978
"21589"	"OR52E3P"	45.51	936
"21590"	"OR52E4"	37.28	1987
"21591"	"OR52E5"	37.61	2244
"21592"	"OR52E6"	45.07	962
"21593"	"OR52E7P"	43.62	933
"21594"	"OR52E8"	45.99	1061
"21595"	"OR52H1"	41.14	1059
"21596"	"OR52H2P"	45.23	902
"21597"	"OR52I1"	42.82	2005.5
"21598"	"OR52I2"	40.39	3853
"21599"	"OR52J1P"	47.64	932
"21600"	"OR52J2P"	45.9	939
"21601"	"OR52J3"	45.51	936
"21602"	"OR52K1"	39.88	3854
"21603"	"OR52K2"	52.11	1067
"21604"	"OR52K3P"	41.15	1551.5
"21605"	"OR52L1"	50.18	1094
"21606"	"OR52L2P"	51.46	960
"21607"	"OR52M1"	51.47	954
"21608"	"OR52M2P"	50.78	959
"21609"	"OR52N1"	37.04	1754
"21610"	"OR52N2"	48.12	1035
"21611"	"OR52N3P"	44.43	934
"21612"	"OR52N4"	39.63	1156.5
"21613"	"OR52N5"	34.72	1906
"21614"	"OR52P1P"	50.78	963
"21615"	"OR52P2P"	53.61	955
"21616"	"OR52Q1P"	40.91	682
"21617"	"OR52R1"	50.84	948
"21618"	"OR52S1P"	47.39	937
"21619"	"OR52T1P"	42.28	939
"21620"	"OR52U1P"	49.08	923
"21621"	"OR52V1P"	55.46	898
"21622"	"OR52W1"	54.31	1114
"21623"	"OR52X1P"	50.98	914
"21624"	"OR52Y1P"	43.13	828
"21625"	"OR52Z1"	45.95	951
"21626"	"OR55B1P"	43.52	1630.66666666667
"21627"	"OR56A1"	38.52	5205
"21628"	"OR56A3"	38.62	2723.2
"21629"	"OR56A4"	40.58	2863.33333333333
"21630"	"OR56A5"	44.46	840
"21631"	"OR56A7P"	50.9	941
"21632"	"OR56B1"	41.33	2076
"21633"	"OR56B2P"	34.6	1703.5
"21634"	"OR56B3P"	49.42	947
"21635"	"OR56B4"	49.05	1152
"21636"	"OR5A1"	39.21	4831.5
"21637"	"OR5A2"	39.78	7472.33333333333
"21638"	"OR5AC1"	40.43	925
"21639"	"OR5AC2"	39.68	930
"21640"	"OR5AC4P"	31.02	952
"21641"	"OR5AH1P"	59.01	283
"21642"	"OR5AK1P"	39.26	922
"21643"	"OR5AK2"	39.26	996
"21644"	"OR5AK3P"	36.55	1297
"21645"	"OR5AK4P"	39.09	903
"21646"	"OR5AL1"	37.97	985
"21647"	"OR5AL2P"	39.67	920
"21648"	"OR5AM1P"	41.57	1032
"21649"	"OR5AN1"	39.36	5717.33333333333
"21650"	"OR5AN2P"	43.19	896
"21651"	"OR5AO1P"	47.33	300
"21652"	"OR5AP1P"	41.81	940
"21653"	"OR5AP2"	43.34	1006
"21654"	"OR5AQ1P"	34.9	1330
"21655"	"OR5AR1"	45.91	1026
"21656"	"OR5AS1"	37.64	4417.5
"21657"	"OR5AU1"	40.77	4595.75
"21658"	"OR5AW1P"	47.08	856
"21659"	"OR5AZ1P"	51.11	943
"21660"	"OR5B10P"	45.33	642
"21661"	"OR5B12"	36.04	1430.5
"21662"	"OR5B15P"	40.04	904
"21663"	"OR5B17"	41.75	946
"21664"	"OR5B19P"	42.46	928
"21665"	"OR5B1P"	43.97	928
"21666"	"OR5B2"	36.79	1616.5
"21667"	"OR5B21"	47.91	931
"21668"	"OR5B3"	36.91	995.5
"21669"	"OR5BA1P"	45.12	3223
"21670"	"OR5BB1P"	44.52	939
"21671"	"OR5BC1P"	41	739
"21672"	"OR5BD1P"	51.77	817
"21673"	"OR5BE1P"	38.73	1057.5
"21674"	"OR5BH1P"	44.7	886
"21675"	"OR5BJ1P"	46.77	883
"21676"	"OR5BK1P"	46.78	823
"21677"	"OR5BL1P"	43.27	624
"21678"	"OR5BM1P"	36.61	366
"21679"	"OR5BN1P"	39.81	829
"21680"	"OR5BN2P"	32.85	618
"21681"	"OR5BP1P"	37.36	546
"21682"	"OR5BQ1P"	40.32	315
"21683"	"OR5BR1P"	42.33	1330
"21684"	"OR5BS1P"	43.12	936
"21685"	"OR5BT1P"	44.88	849
"21686"	"OR5C1"	58.67	963
"21687"	"OR5D13"	40.32	945
"21688"	"OR5D14"	44.87	945
"21689"	"OR5D15P"	44.59	942
"21690"	"OR5D16"	42.65	987
"21691"	"OR5D17P"	44.95	981
"21692"	"OR5D18"	45.61	991
"21693"	"OR5D2P"	45.32	929
"21694"	"OR5D3P"	33.25	3685
"21695"	"OR5E1P"	48.165	927
"21696"	"OR5F1"	45.71	945
"21697"	"OR5F2P"	45.8	941
"21698"	"OR5G1P"	45.03	946
"21699"	"OR5G3"	41.545	940
"21700"	"OR5G4P"	43.16	760
"21701"	"OR5G5P"	36.37	608.5
"21702"	"OR5H1"	35.42	3470.5
"21703"	"OR5H14"	36.08	4201.5
"21704"	"OR5H15"	34.33	1079.5
"21705"	"OR5H2"	36.93	937.5
"21706"	"OR5H3P"	38.08	919
"21707"	"OR5H4P"	35.86	923
"21708"	"OR5H5P"	35.99	928
"21709"	"OR5H6"	35.34	1041
"21710"	"OR5H7P"	36.67	930
"21711"	"OR5H8"	36.18	1045
"21712"	"OR5I1"	40.53	945
"21713"	"OR5J1P"	41.85	939
"21714"	"OR5J2"	43.66	939
"21715"	"OR5J7P"	41.47	422
"21716"	"OR5K1"	35.41	2281.5
"21717"	"OR5K2"	38.68	1060
"21718"	"OR5K3"	37.37	966
"21719"	"OR5K4"	38.3	966
"21720"	"OR5L1"	46.22	1110
"21721"	"OR5L2"	48.5	936
"21722"	"OR5M1"	34.35	2625
"21723"	"OR5M10"	44.11	1052
"21724"	"OR5M11"	45.59	1020
"21725"	"OR5M12P"	44.78	929
"21726"	"OR5M13P"	45.04	937
"21727"	"OR5M14P"	43.18	618
"21728"	"OR5M2P"	37.31	2589
"21729"	"OR5M3"	32.95	1225.5
"21730"	"OR5M4P"	42.16	925
"21731"	"OR5M5P"	44.34	936
"21732"	"OR5M6P"	45.89	937
"21733"	"OR5M7P"	44.03	972
"21734"	"OR5M8"	43.74	1047
"21735"	"OR5M9"	45.55	933
"21736"	"OR5P1P"	45.08	925
"21737"	"OR5P2"	43.69	1069
"21738"	"OR5P3"	38.634	1038.8
"21739"	"OR5P4P"	45.15	917
"21740"	"OR5R1"	42.46	975
"21741"	"OR5S1P"	56.99	951
"21742"	"OR5T1"	35.9266666666667	1190
"21743"	"OR5T2"	38.24	1463.33333333333
"21744"	"OR5T3"	38.81	996
"21745"	"OR5V1"	36.640625	1132.5
"21746"	"OR5W1P"	42.22	938
"21747"	"OR5W2"	40.62	933
"21748"	"OR6A2"	37.88	2834
"21749"	"OR6B1"	39.79	3104
"21750"	"OR6B2"	49.26	1492
"21751"	"OR6B3"	54.13	1046.5
"21752"	"OR6C1"	33.01	1559.5
